"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
3504,"Spacious one bedroom apartment upper east side",234440538,"Fatima","Manhattan","Upper East Side",40.77905,-73.9535,"Entire home/apt",1,0,NA,NA,1,0
3505,"The Notorious B.N.B. {Custom}",1177497,"Jessica","Brooklyn","Clinton Hill",40.68971,-73.96695,"Private room",1,20,"1/3/2019",0.45,11,365
3506,"Luxury apartment in Manhattan midtown!",128175450,"Howell","Manhattan","Hell's Kitchen",40.77122,-73.99356,"Entire home/apt",2,0,NA,NA,1,179
3507,"Private Room! TRENDY location!",192951036,"Jasmine","Manhattan","Greenwich Village",40.7278,-73.99976,"Private room",1,29,"5/9/2019",2.28,10,245
3508,"Beautiful Trendy 2br Harlem Apt.",4655169,"Rochelle","Manhattan","Harlem",40.82764,-73.93842,"Entire home/apt",2,21,"1/2/2019",0.3,1,347
3509,"Full apt 3 bd/ 2 ba w/parking, close to train/park",17790600,"Claire","Brooklyn","Prospect-Lefferts Gardens",40.65801,-73.95732,"Entire home/apt",4,0,NA,NA,1,127
3510,"PrivateRoom2/LGA&JFK&Citi field&法拉盛/BustoManhattan",164719010,"Babie","Queens","Whitestone",40.78029,-73.8184,"Private room",1,50,"6/30/2019",5.58,3,87
3511,"Huge light & plant-filled Williamsburg condo",1040374,"Eric","Brooklyn","Williamsburg",40.71909,-73.95408,"Entire home/apt",3,4,"6/25/2019",4,1,0
3512,"Beautiful Modern Midtown Apartment",8838470,"Carlos","Manhattan","Hell's Kitchen",40.76464,-73.98749,"Entire home/apt",6,79,"1/1/2019",1.12,1,137
3513,"Huge apt w New York City Skyline view",43691297,"Camille","Brooklyn","Greenpoint",40.72788,-73.95408,"Entire home/apt",4,26,"11/15/2018",0.57,1,0
3514,"Modern Apartment in Charming Nolita",25170062,"Ayesha","Manhattan","Nolita",40.72271,-73.99545,"Entire home/apt",3,2,"7/1/2016",0.04,1,0
3515,"your holiday-ready Harlem home away from home!",3361696,"Lindsay","Manhattan","Harlem",40.81177,-73.95139,"Entire home/apt",3,1,"1/2/2018",0.05,1,0
3516,"Rare gem nestled in the heart of Bushwick",6814283,"Marc","Brooklyn","Bushwick",40.70218,-73.93034,"Entire home/apt",3,3,"4/28/2019",0.48,1,0
3517,"Perfect East Village Loft",238779678,"Dustin","Manhattan","East Village",40.72764,-73.9906,"Private room",30,0,NA,NA,9,343
3518,"Unique & Whimsical-Entire 1-BRM Apt UWS",50366054,"Blake","Manhattan","Upper West Side",40.80055,-73.96011,"Entire home/apt",3,6,"5/14/2019",0.14,1,0
3519,"*Beautiful 2BR*Flatiron*Best Location*Near Subway*",26529889,"Muni","Manhattan","Midtown",40.74172,-73.98343,"Entire home/apt",4,63,"5/25/2019",3.17,1,238
3520,"Modern, renovated garden apartment",1098902,"Amy","Brooklyn","Park Slope",40.66999,-73.98079,"Entire home/apt",3,123,"7/7/2019",2.35,2,292
3521,"Spacious 3br Apartment in Brooklyn",5435713,"Nikolai","Brooklyn","Prospect Heights",40.67682,-73.96586,"Entire home/apt",5,6,"8/26/2016",0.08,1,188
3522,"Bright room in lovely Greenpoint apartment",12965328,"Delaney","Brooklyn","Greenpoint",40.73632,-73.95445,"Private room",3,0,NA,NA,1,0
3523,"Large, Bright Williamsburg Loft",7321253,"Kathryn","Brooklyn","Williamsburg",40.71853,-73.96287,"Entire home/apt",3,0,NA,NA,1,0
3524,"GREAT DEAL IN TIMES SQ./HK",2775674,"Matt","Manhattan","Hell's Kitchen",40.75767,-73.99034,"Entire home/apt",1,195,"6/25/2019",2.83,1,69
3525,"True 1BR Apt in Greenwich Village",21112602,"Maggie","Manhattan","Greenwich Village",40.73253,-73.99826,"Entire home/apt",2,15,"9/29/2016",0.29,1,0
3526,"Crown Heights Greenroom",77938412,"Michael","Brooklyn","Crown Heights",40.67641,-73.95736,"Private room",5,1,"2/21/2018",0.06,1,0
3527,"Clean + Simple Chelsea 2 Bedroom (sleeps 7)",4393578,"Jack","Manhattan","Chelsea",40.7402,-73.999,"Entire home/apt",30,51,"4/9/2019",2.55,2,126
3528,"Massive NYC Getaway 20 mins to time square with AC",264824216,"Peter","Manhattan","Harlem",40.82187,-73.95562,"Private room",1,2,"6/22/2019",1.71,3,54
3529,"EMPIRE STATE BUILDING APARTMENT",21328739,"Rammi","Manhattan","Kips Bay",40.74266,-73.9792,"Entire home/apt",7,36,"6/22/2019",1.65,1,91
3530,"Brooklyn Studio Tower!",18061262,"Gilana","Brooklyn","Clinton Hill",40.68173,-73.96703,"Entire home/apt",15,7,"10/1/2018",0.38,1,5
3531,"DOORMAN Immaculate A/C  Quiet Elegant",1575480,"Gerard","Manhattan","Upper East Side",40.77081,-73.94944,"Entire home/apt",30,1,"1/1/2019",0.16,1,143
3532,"Private Room w/ Bath and Balcony",25961456,"Adam","Brooklyn","Prospect Heights",40.67824,-73.96514,"Private room",1,0,NA,NA,1,0
3533,"1 bedroom presidential wyndham NYC",57571805,"Gharet","Manhattan","Midtown",40.75315,-73.97175,"Entire home/apt",2,1,"11/25/2017",0.05,3,0
3534,"Spacious sun-drenched room in Manhattan",39872420,"Elizabeth","Manhattan","Inwood",40.86347,-73.92287,"Private room",1,1,"7/1/2018",0.08,1,0
3535,"Private 1 Bd Guest House. Great for Quiet Getaway",34313176,"Eddie","Queens","Rego Park",40.71734,-73.86,"Entire home/apt",2,12,"3/25/2019",1.02,4,332
3536,"Luxury Apt, Balcony, Rooftop - 20min Central Park",3749848,"Sem","Queens","Long Island City",40.76654,-73.93508,"Entire home/apt",6,0,NA,NA,1,0
3537,"Sunny One Bedroom",20279155,"Alec","Manhattan","Chinatown",40.7134,-73.99069,"Entire home/apt",1,0,NA,NA,1,0
3538,"Urban Oasis Steps from Central Park",228707670,"Mohan","Manhattan","Harlem",40.80466,-73.95635,"Entire home/apt",3,14,"6/19/2019",3.31,1,16
3539,"Sunny Spacious Private Bed and Bath in Bushwick",170657264,"Renata","Brooklyn","Bushwick",40.70289,-73.92594,"Private room",3,37,"6/2/2019",2.27,1,46
3540,"UPPER EAST SIDE 5BR/4BA GARDEN APT",35384978,"Hans","Manhattan","Upper East Side",40.77635,-73.94813,"Entire home/apt",2,42,"7/7/2019",0.86,2,35
3541,"Cozy Room in the Heart of Astoria",4646764,"Amanda","Queens","Astoria",40.76281,-73.91554,"Private room",1,2,"11/9/2015",0.04,1,0
3542,"Comfy & Charming 2 Bedroom Home",4549552,"Jill","Brooklyn","Bedford-Stuyvesant",40.69118,-73.95928,"Entire home/apt",2,14,"5/21/2016",0.3,1,0
3543,"☆Cozy Brooklyn Condo 18 minutes from Manhattan☆",13203970,"Queen Sheba","Brooklyn","Bedford-Stuyvesant",40.67974,-73.91705,"Entire home/apt",2,44,"6/26/2019",2.92,1,174
3544,"Snazzy Wall Street Studio w/ Lux gym + Roof deck by Blueground",107434423,"Blueground","Manhattan","Financial District",40.70593,-74.0091,"Entire home/apt",30,0,NA,NA,232,16
3545,"Location! Location!",63417081,"Devon","Manhattan","Harlem",40.82359,-73.94433,"Private room",30,4,"7/15/2018",0.18,8,291
3546,"private room in the Bronx",84941679,"Junior","Bronx","Clason Point",40.81699,-73.86741,"Private room",1,2,"10/2/2018",0.09,1,88
3547,"Murray Hill 2 Bedroom Classic (84)",50760546,"CRNY Monthly Rentals","Manhattan","Murray Hill",40.74672,-73.97841,"Entire home/apt",30,4,"11/2/2018",0.12,31,128
3548,"The Hudson",233422217,"Douglas","Manhattan","Harlem",40.82645,-73.95235,"Private room",3,1,"4/29/2019",0.42,2,310
3549,"SUN-FILLED WILLIAMSBURG APT w/DECK!",2171626,"Shawnelle","Brooklyn","Williamsburg",40.71228,-73.96103,"Entire home/apt",5,0,NA,NA,1,0
3550,"1 Private Bedroom, private bathroom, Brooklyn",2079633,"Fayna","Brooklyn","Fort Greene",40.68558,-73.96965,"Entire home/apt",5,0,NA,NA,1,0
3551,"A Rm 8 Dbl Pensione-like Hrt of Bk",44924546,"Hayes","Brooklyn","Boerum Hill",40.68522,-73.97856,"Private room",1,202,"6/25/2019",4.53,4,0
3552,"UNION SQUARE / Perfect Cozy Private Room!",97166562,"Haru","Manhattan","Gramercy",40.73402,-73.9862,"Private room",1,88,"6/20/2019",2.76,1,14
3553,"AMAZINGLY LOCATED DECORATED ONE BEDROOM CONDO",14321520,"Edward","Manhattan","Hell's Kitchen",40.76521,-73.98507,"Entire home/apt",4,0,NA,NA,1,0
3554,"Flatiron Loft 3BR/1.5 Bath Best Location
30 days",35635299,"Mel","Manhattan","Midtown",40.74353,-73.98364,"Entire home/apt",30,66,"6/23/2019",2.81,1,210
3555,"Park Slope beauty",18032197,"Domenick","Brooklyn","Sunset Park",40.66273,-73.99111,"Entire home/apt",4,25,"1/3/2019",1.11,1,0
3556,"Spacious 2 Room Duplex with Epic Yard - Sleeps 6",5153110,"Andrew","Brooklyn","Crown Heights",40.67125,-73.95782,"Entire home/apt",3,9,"10/9/2018",0.41,1,0
3557,"Spacious Harlem Room",26185286,"Silvia","Manhattan","Harlem",40.82923,-73.93764,"Private room",3,22,"6/28/2019",2.1,1,10
3558,"1BR w/private bath in modern Prospect Heights apt",61873,"Seema","Brooklyn","Crown Heights",40.67231,-73.96032,"Private room",2,24,"7/3/2019",0.3,1,30
3559,"Sweet Quiet Spacious Room Brooklyn",239351588,"A","Brooklyn","Crown Heights",40.66835,-73.93112,"Private room",1,12,"5/2/2019",2.54,1,0
3560,"Weeklong Discounted Bklyn Apt by Train & Near Dwtn",807340,"Kevin","Brooklyn","Brownsville",40.66827,-73.92509,"Entire home/apt",1,135,"7/1/2019",2.27,1,174
3561,"Large, Eco-Friendly, Vintage Apt near Bushwick",3329478,"Emily","Queens","Ridgewood",40.70527,-73.90083,"Private room",2,22,"2/1/2019",1.92,1,16
3562,"Bushwick's LARGEST Art-Filled Room in New Building",6726656,"Yelle","Brooklyn","Bushwick",40.70285,-73.92563,"Private room",6,3,"1/30/2019",0.28,3,13
3563,"2 BR in Times Sq: The heart of NYC",16387794,"Layka","Manhattan","Hell's Kitchen",40.7603,-73.99222,"Entire home/apt",3,203,"6/29/2019",4.27,1,271
3564,"New York Apartment",15322945,"Loris","Manhattan","Inwood",40.86139,-73.92744,"Private room",1,26,"5/26/2019",2.36,1,365
3565,"Private room in beautiful home in Crown Heights",35741929,"Assol","Brooklyn","Crown Heights",40.67101,-73.94543,"Private room",2,52,"11/5/2018",1.99,2,0
3566,"LUXURY SOHO 2 Bedroom Apt",689661,"Allison","Manhattan","Nolita",40.72255,-73.99346,"Entire home/apt",3,18,"10/1/2013",0.21,1,0
3567,"Deluxe 3-BR + 3.5Bath with sweeping city views!!",30283594,"Kara","Manhattan","Midtown",40.75143,-73.96973,"Entire home/apt",120,0,NA,NA,121,184
3568,"Pro-Music Recording Studio With  Bedroom & Lounge",106067584,"Shelby","Brooklyn","Bedford-Stuyvesant",40.69025,-73.92491,"Private room",1,0,NA,NA,1,179
3569,"Prime upper east 2BR~Newly furnished!best value",162280872,"Izi","Manhattan","Upper East Side",40.76197,-73.96139,"Entire home/apt",30,1,"5/16/2019",0.56,13,138
3570,"CHARMING STUDIO HALF BLOCK TO CENTRAL PARK UWS",9293730,"Inna","Manhattan","Upper West Side",40.78569,-73.97048,"Entire home/apt",30,1,"10/16/2017",0.05,16,329
3571,"Quiet Private Room in Brooklyn",19177308,"Stephany","Brooklyn","Bushwick",40.6896,-73.90624,"Private room",2,83,"6/22/2019",2.95,4,155
3572,"Private room in E. Williamsburg!  Budget friendly!",9770822,"Andrea","Brooklyn","Williamsburg",40.71233,-73.93781,"Private room",3,13,"6/22/2019",1.55,1,36
3573,"Garden Oasis in the ♥️ of NYC | Steps to Times Sq!",3002643,"Heather","Manhattan","Hell's Kitchen",40.76257,-73.99303,"Entire home/apt",3,35,"5/27/2019",0.42,1,38
3574,"3 BR apt on 2nd floor. Close to airport & Shopping",152371030,"KerryAnna","Queens","Springfield Gardens",40.66566,-73.76002,"Entire home/apt",2,44,"4/27/2019",2.53,1,190
3575,"Cute, Comfy Room in the Heart of Bedstuy",28943965,"Daniel","Brooklyn","Bedford-Stuyvesant",40.68593,-73.94628,"Private room",2,3,"10/14/2018",0.29,1,0
3576,"Sunny bedroom in Williamsburg",8740210,"Angelica","Brooklyn","Williamsburg",40.71278,-73.94035,"Private room",3,1,"11/13/2015",0.02,1,0
3577,"Queen room with balcony",75248463,"Jotham","Brooklyn","East Flatbush",40.64358,-73.9462,"Private room",2,2,"1/4/2018",0.11,4,45
3578,"THE HEART OF ART IN THE HEART OF NY",3293368,"Kathleen","Manhattan","Hell's Kitchen",40.76803,-73.98767,"Entire home/apt",2,83,"5/23/2019",1.01,1,105
3579,"Luxury Loft - Home away from Home",17877401,"Ryan","Queens","Ridgewood",40.70123,-73.90685,"Private room",2,2,"10/7/2018",0.2,1,341
3580,"A charming Parisian style apartment",1825554,"Chris","Manhattan","Chelsea",40.7394,-73.99838,"Entire home/apt",1,10,"1/1/2019",0.22,1,6
3581,"Cool & Cosy apt in best part of Williamsburg!",15105524,"Robbie & Apples","Brooklyn","Williamsburg",40.71522,-73.96313,"Entire home/apt",3,2,"1/1/2019",0.11,1,15
3582,"Cobble Hill Alcove Studio",112794720,"Joshua","Brooklyn","Carroll Gardens",40.68386,-73.99807,"Entire home/apt",1,1,"5/25/2019",0.65,1,34
3583,"Gorgeous brand new Studio Apt 5 min from Manhattan",48434623,"Mariana","Queens","Long Island City",40.75267,-73.93028,"Entire home/apt",20,0,NA,NA,1,51
3584,"Large 1BR Apartment, near Times Sq (2nd Floor)",49015331,"Iradj","Manhattan","Hell's Kitchen",40.76037,-73.99016,"Entire home/apt",2,64,"6/30/2019",1.68,2,262
3585,"Private, quiet spacious room with tons of sun!",24117644,"Joshua","Queens","Astoria",40.75572,-73.92632,"Private room",3,74,"6/26/2019",1.38,2,285
3586,"Nice Studio in Williamsburg",31627488,"Anela","Brooklyn","Williamsburg",40.71923,-73.94258,"Entire home/apt",1,86,"7/1/2019",2.59,1,192
3587,"BRIGHT, SPACIOUS, QUIET Luxury Oasis, DowntownNYC!",26330233,"Dr.","Manhattan","East Village",40.72977,-73.97895,"Entire home/apt",6,23,"6/19/2019",3.15,1,232
3588,"Hudge room Bushwick",14376724,"Laure","Brooklyn","Williamsburg",40.70793,-73.93902,"Private room",5,0,NA,NA,1,0
3589,"Two Bedrooms with Dedicated Bath",5654072,"Mark","Brooklyn","Flatbush",40.63503,-73.95127,"Private room",3,10,"10/28/2017",0.38,3,0
3590,"Elegant & Luxurious, Clean & Cheerful entire house",243147506,"Peter","Staten Island","Stapleton",40.6279,-74.08202,"Entire home/apt",2,11,"7/3/2019",3.51,1,182
3591,"Cozy Studio in the Heart of Spanish Harlem",19392723,"Pablo","Manhattan","East Harlem",40.79463,-73.94604,"Entire home/apt",2,2,"4/18/2019",0.7,1,8
3592,"Manhattan luxury studio(near Columbia Circle)",64689615,"Vivienne","Manhattan","Upper West Side",40.77362,-73.99133,"Entire home/apt",8,0,NA,NA,1,4
3593,"2 Bdrm apt Near Empire State Building",17770287,"Nina","Manhattan","Midtown",40.75085,-73.98266,"Entire home/apt",30,5,"12/16/2018",0.13,14,217
3594,"Private room in East Harlem",50169207,"Richie","Manhattan","East Harlem",40.79409,-73.94007,"Private room",2,2,"6/10/2019",0.24,2,67
3595,"Brooklyn Townhouse w Large Garden!",2350011,"Rushna","Brooklyn","Clinton Hill",40.68499,-73.9616,"Entire home/apt",10,5,"1/2/2019",0.24,1,0
3596,"3 Bed - 3 Bath East Village Oasis w Private Patio",49970809,"Enzo","Manhattan","East Village",40.72846,-73.98987,"Entire home/apt",1,141,"7/1/2019",3.29,1,302
3597,"Private spacious studio available",2257289,"Toni","Manhattan","Harlem",40.81669,-73.94267,"Private room",1,3,"12/31/2014",0.03,1,0
3598,"Sunny & Clean Apt, Ideal Location",3805397,"Christa","Manhattan","Chelsea",40.74092,-74.00037,"Entire home/apt",1,6,"5/25/2016",0.07,1,0
3599,"Sweet and affordable nook in bk",40532707,"Isidora","Brooklyn","Bedford-Stuyvesant",40.68729,-73.95556,"Private room",1,1,"1/6/2016",0.02,1,0
3600,"Quiet Apartment for Large Groups",49658508,"Kate","Manhattan","Kips Bay",40.74244,-73.97872,"Entire home/apt",2,1,"7/2/2019",1,1,226
3601,"Bright, Clean & Family-friendly Apartment!",8635103,"Charis","Manhattan","Harlem",40.82125,-73.95,"Private room",4,1,"7/3/2016",0.03,1,0
3602,"Harlem Treasure",9777215,"Theresa","Manhattan","Harlem",40.81346,-73.94458,"Entire home/apt",3,122,"6/20/2019",2.49,3,199
3603,"Priv. Room in a House,15min,Manhatt",13664245,"Denise","Bronx","Claremont Village",40.84192,-73.91108,"Private room",3,46,"5/31/2019",0.72,2,292
3604,"‘’AROUND THE CORNER’’  QUEENS, NY",12394498,"Anna","Queens","Maspeth",40.7282,-73.89135,"Entire home/apt",3,9,"7/5/2019",6.75,1,121
3605,"Beautiful apartment in the heart of Harlem",208570396,"Mamadou","Manhattan","East Harlem",40.80837,-73.93937,"Entire home/apt",5,4,"7/6/2019",4,1,285
3606,"Sunny room in Brooklyn, Sunset Park",271681014,"Ying Hua","Brooklyn","Borough Park",40.64531,-73.99757,"Private room",2,0,NA,NA,3,139
3607,"Stunning  Limestone  1 Bdrm Flat",9223085,"Danielle","Brooklyn","Crown Heights",40.67191,-73.93997,"Entire home/apt",3,190,"6/25/2019",2.77,1,267
3608,"1 bedroom Prospect-Lefferts Gardens",6101617,"Joe","Brooklyn","Prospect-Lefferts Gardens",40.65845,-73.96131,"Entire home/apt",4,3,"5/30/2016",0.07,1,0
3609,"Charming Bedroom in Cozy East Harlem Apartment",31975791,"Xiomara","Manhattan","East Harlem",40.79822,-73.93468,"Private room",2,25,"5/24/2019",2.67,1,101
3610,"Historic, Lovely, Modern, Peaceful Apt in Brooklyn",14607718,"Ella","Brooklyn","Greenpoint",40.73005,-73.95807,"Entire home/apt",2,58,"5/19/2019",1.71,1,257
3611,"High End Hilton Club in midtown Manhattan",6524762,"Armstrong","Manhattan","Midtown",40.76487,-73.97857,"Entire home/apt",1,9,"4/17/2019",0.62,3,89
3612,"Large B&B Style rooms",35935,"Angela","Brooklyn","Bedford-Stuyvesant",40.6831,-73.95473,"Private room",1,74,"5/12/2019",0.66,2,269
3613,"Downtown private room (Queen Bed) + BREAKFAST",19909972,"Jayu","Manhattan","Two Bridges",40.71179,-73.99848,"Private room",2,129,"7/6/2019",8.27,1,3
3614,"New City View 1BR Loft, Greenpoint",7503643,"Vida","Brooklyn","Greenpoint",40.72573,-73.94071,"Entire home/apt",30,1,"10/15/2017",0.05,52,357
3615,"Stunning 1-Bedroom NYC Apartment on the River!",30283594,"Kara","Manhattan","Hell's Kitchen",40.7617,-73.99762,"Entire home/apt",30,2,"9/17/2017",0.08,121,365
3616,"Great cosy Studio. Just perfect.",24833181,"Andres","Brooklyn","Bedford-Stuyvesant",40.69488,-73.94983,"Entire home/apt",1,44,"7/5/2019",4.51,2,208
3617,"Large modern chic 1-BR apt near World Trade Center",60557711,"Sameer","Manhattan","Financial District",40.70851,-74.00563,"Entire home/apt",6,3,"12/30/2018",0.1,1,358
3618,"Private room with bathroom and balcony.",6001762,"Ajang","Brooklyn","Bedford-Stuyvesant",40.67927,-73.9113,"Private room",7,0,NA,NA,1,365
3619,"Spacious, Bright, Brooklyn Beauty",3210626,"Matthew","Brooklyn","Park Slope",40.6761,-73.97509,"Entire home/apt",1,0,NA,NA,1,0
3620,"Furnished one bedroom in Midtown West.",11051885,"Gregory","Manhattan","Theater District",40.76252,-73.98376,"Entire home/apt",30,2,"12/6/2017",0.05,1,339
3621,"Spacious 1-BR by Central Park/Museum Mile, Harlem",52526057,"Joshua","Manhattan","East Harlem",40.7898,-73.94853,"Entire home/apt",5,45,"6/30/2019",3.56,1,150
3622,"Zen One Bedroom in Greenpoint - easy access to NYC",1698607,"Benjamin","Brooklyn","Greenpoint",40.73336,-73.95394,"Entire home/apt",4,3,"5/11/2019",0.66,1,95
3623,"MI DULCE MORADA",212526912,"Martha Liliana","Queens","East Elmhurst",40.75598,-73.8837,"Private room",2,4,"6/9/2019",0.4,2,325
3624,"Cost Effective Upper Manhattan Room",139191647,"Tyler","Manhattan","Washington Heights",40.85612,-73.92888,"Private room",1,0,NA,NA,1,179
3625,"1 Bedroom in 2 bedroom apartment near Central Park",126735001,"Deundre","Manhattan","Harlem",40.80106,-73.95905,"Private room",2,36,"6/24/2019",1.94,1,0
3626,"Prospect Park Brownstone",22846970,"Paige","Brooklyn","Prospect Heights",40.675,-73.96406,"Private room",2,46,"7/31/2017",1.19,1,0
3627,"West 74th Street, Svcd Studio Apartment",22541573,"Ken","Manhattan","Upper West Side",40.78081,-73.98081,"Entire home/apt",30,0,NA,NA,87,342
3628,"Cozy East Village Home",61800014,"Shasta","Manhattan","Lower East Side",40.72093,-73.98493,"Entire home/apt",1,144,"6/23/2019",3.63,1,98
3629,"Modern Bedroom in Hamilton Heights",971075,"Jabari","Manhattan","Harlem",40.82922,-73.94174,"Private room",3,50,"3/30/2019",0.65,2,38
3630,"Queen Size Room in the Heart of Upper East Side",16026189,"Rob","Manhattan","Upper East Side",40.77581,-73.95072,"Private room",2,7,"4/28/2019",1.11,2,66
3631,"Peaceful Living",132536008,"Sarah","Queens","Springfield Gardens",40.6609,-73.75633,"Entire home/apt",2,4,"6/30/2019",1.82,1,178
3632,"Room in Colourful Williamsburg Apartment",1481172,"Elena","Brooklyn","Williamsburg",40.70823,-73.94405,"Private room",1,0,NA,NA,1,29
3633,"World luxury",266609191,"Yvette","Brooklyn","Bedford-Stuyvesant",40.68451,-73.92753,"Private room",1,2,"6/15/2019",2,1,161
3634,"TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests",211136294,"Sharon & Erika","Bronx","Schuylerville",40.83715,-73.83489,"Private room",1,20,"6/30/2019",7.59,5,343
3635,"Chic & Sunlit  w/ a lovely Private Terrace in LES",1488713,"Kelsi","Manhattan","Lower East Side",40.71902,-73.99027,"Entire home/apt",3,33,"6/10/2019",1.44,1,58
3636,"Stylish West Village Artists Penthouse Loft",22720650,"Duane","Manhattan","West Village",40.73604,-74.0056,"Entire home/apt",30,1,"12/24/2018",0.15,2,0
